time_period,region_name,qualification,subject_area,subject_name,entry_count,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved 
2019 to 20,North West,AS level,Music,Music,17.0,0.0,29.41176,64.70588,88.23529,94.11765,100.0
2019 to 20,North West,AS level,Science - other,Geology,13.0,0.0,23.07692,61.53846,84.61538,100.0,100.0
2019 to 20,North West,AS level,Art & Design,Total Art & Design,376.0,0.0,31.91489,63.82979,89.62766,96.01064,98.93617
2019 to 20,North West,AS level,Modern languages - other,Total Other Modern Languages,4.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,North West,AS level,Modern languages - other,Modern Hebrew,0.0,,,,,,
2019 to 20,North West,AS level,Classical studies,Classics (General),0.0,,,,,,
2019 to 20,North West,AS level,Design and technology,D&T Engineering,0.0,,,,,,
2019 to 20,North West,AS level,Archaeology,Total Archaeology,0.0,,,,,,
2019 to 20,North West,AS level,Geography,Geography,194.0,0.0,18.5567,32.98969,57.73196,81.4433,98.45361
2019 to 20,North West,AS level,Modern languages - other,Russian,0.0,,,,,,
2019 to 20,North West,AS level,English,English language & literature,167.0,0.0,11.37725,39.52096,74.2515,91.01796,97.00599
2019 to 20,North West,AS level,ICT,Total ICT,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages - other,Bengali,0.0,,,,,,
2019 to 20,North West,AS level,Arts,Expressive Arts & Performance Studies,0.0,,,,,,
2019 to 20,North West,AS level,Design and technology,D&T Food Technology,0.0,,,,,,
2019 to 20,North West,AS level,Classical studies,Classical Civilisation,42.0,0.0,14.28571,35.71429,66.66667,85.71429,97.61905
2019 to 20,North West,AS level,Arts,Total Arts,259.0,0.0,17.37452,46.33205,81.46718,95.3668,98.4556
2019 to 20,North West,AS level,Science - other,Science SA,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages - other,Modern Greek,0.0,,,,,,
2019 to 20,North West,AS level,Arts,Drama & Theatre Studies,55.0,0.0,21.81818,58.18182,85.45455,96.36364,100.0
2019 to 20,North West,AS level,Design and technology,D&T Systems & Control,0.0,,,,,,
2019 to 20,North West,AS level,Physical Education,Total Physical Education,117.0,0.0,17.94872,40.17094,76.92308,93.16239,99.1453
2019 to 20,North West,AS level,Modern languages - other,Irish,0.0,,,,,,
2019 to 20,North West,AS level,Classical studies,Latin,1.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,North West,AS level,All STEM subjects,Total STEM subjects,3146.0,0.0,23.99873,41.76732,62.58741,79.52956,92.72092
2019 to 20,North West,AS level,Classical studies,Classical Greek,3.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,North West,AS level,Physical Education,Dance,39.0,0.0,20.51282,51.28205,94.87179,100.0,100.0
2019 to 20,North West,AS level,Maths,Additional Mathematics,0.0,,,,,,
2019 to 20,North West,AS level,Design and technology,D&T Textiles Technology,0.0,,,,,,
2019 to 20,North West,AS level,Maths,Total Maths,899.0,0.0,20.24472,36.04004,59.6218,78.97664,92.32481
2019 to 20,North West,AS level,Sociology,Total Sociology,732.0,0.0,18.98907,41.39344,66.25683,84.01639,94.2623
2019 to 20,North West,AS level,Arts,Creative Writing,0.0,,,,,,
2019 to 20,North West,AS level,All subjects,Total subjects,8391.0,0.0,20.48624,41.05589,65.43916,82.67191,93.43344
2019 to 20,North West,AS level,Science - Physics,Total Physics,361.0,0.0,18.55956,35.45706,57.06371,74.51524,92.24377
2019 to 20,North West,AS level,Art & Design,Fine Art,76.0,0.0,39.47368,69.73684,88.15789,94.73684,98.68421
2019 to 20,North West,AS level,Music,Music Technology,0.0,,,,,,
2019 to 20,North West,AS level,Art & Design,History of Art,0.0,,,,,,
2019 to 20,North West,AS level,Art & Design,Critical Studies,0.0,,,,,,
2019 to 20,North West,AS level,General studies,General Studies,0.0,,,,,,
2019 to 20,North West,AS level,General studies,Total General studies,0.0,,,,,,
2019 to 20,North West,AS level,Religious Studies,Total Religious Studies,181.0,0.0,15.46961,34.25414,60.22099,80.66298,92.81768
2019 to 20,North West,AS level,Modern languages,Spanish,91.0,0.0,37.36264,62.63736,78.02198,89.01099,96.7033
2019 to 20,North West,AS level,English,Total English,690.0,0.0,16.52174,44.2029,74.78261,88.84058,94.78261
2019 to 20,North West,AS level,Modern languages - other,Punjabi,0.0,,,,,,
2019 to 20,North West,AS level,Anthropology,Total Anthropology,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages - other,Chinese,0.0,,,,,,
2019 to 20,North West,AS level,Science - other,Electronics,59.0,0.0,25.42373,45.76271,64.40678,86.44068,94.91525
2019 to 20,North West,AS level,Law,Total Law,318.0,0.0,14.46541,29.87421,51.57233,74.5283,87.10692
2019 to 20,North West,AS level,Geography,Geography (World Development),0.0,,,,,,
2019 to 20,North West,AS level,Design and technology,Design & Technology,0.0,,,,,,
2019 to 20,North West,AS level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2019 to 20,North West,AS level,Maths,Statistics,0.0,,,,,,
2019 to 20,North West,AS level,Home Economics,Home Economics (Food),0.0,,,,,,
2019 to 20,North West,AS level,Arts,Media/Film/Tv Studies,110.0,0.0,16.36364,43.63636,79.09091,93.63636,97.27273
2019 to 20,North West,AS level,Modern languages - other,Turkish,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages - other,Dutch,0.0,,,,,,
2019 to 20,North West,AS level,English,English language,205.0,0.0,15.12195,44.87805,78.04878,93.17073,98.53659
2019 to 20,North West,AS level,Humanities,Total Humanities,0.0,,,,,,
2019 to 20,North West,AS level,Arts,Film Studies,94.0,0.0,15.95745,42.55319,81.91489,96.80851,98.93617
2019 to 20,North West,AS level,Maths,Mathematics (Pure),0.0,,,,,,
2019 to 20,North West,AS level,Home Economics,Total Home Economics,0.0,,,,,,
2019 to 20,North West,AS level,Accounting and Finance,Total Accounting and finance,12.0,0.0,16.66667,33.33333,50.0,83.33333,100.0
2019 to 20,North West,AS level,Geography,Total Geography,194.0,0.0,18.5567,32.98969,57.73196,81.4433,98.45361
2019 to 20,North West,AS level,Science - Chemistry,Total Chemistry,542.0,0.0,16.23616,34.31734,56.82657,75.64576,89.48339
2019 to 20,North West,AS level,Art & Design,Textiles,32.0,0.0,37.5,84.375,100.0,100.0,100.0
2019 to 20,North West,AS level,Computer Science,Total Computer Science,195.0,0.0,17.4359,35.89744,64.10256,83.07692,96.41026
2019 to 20,North West,AS level,Modern languages - other,Portuguese,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages,French,62.0,0.0,27.41935,50.0,70.96774,87.09677,95.16129
2019 to 20,North West,AS level,Arts,Communication Studies,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages - other,Welsh,0.0,,,,,,
2019 to 20,North West,AS level,Home Economics,Home Economics,0.0,,,,,,
2019 to 20,North West,AS level,Logic/Philosophy,Total Logic/ Philosophy,29.0,0.0,27.58621,48.27586,75.86207,89.65517,96.55172
2019 to 20,North West,AS level,Design and technology,Total D&T,33.0,0.0,12.12121,48.48485,75.75758,90.90909,100.0
2019 to 20,North West,AS level,Maths,Use of mathematics,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages - other,Italian,3.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,North West,AS level,Economics,Total Economics,156.0,0.0,10.89744,29.48718,61.53846,84.61538,93.58974
2019 to 20,North West,AS level,Psychology,Total Psychology,826.0,0.0,15.01211,34.2615,58.23245,76.63438,88.01453
2019 to 20,North West,AS level,Modern languages - other,Urdu,0.0,,,,,,
2019 to 20,North West,AS level,Government and politics,Total Government and Politics,129.0,0.0,20.15504,36.43411,62.0155,80.62016,93.79845
2019 to 20,North West,AS level,Music,Total Music,17.0,0.0,29.41176,64.70588,88.23529,94.11765,100.0
2019 to 20,North West,AS level,Modern languages - other,Japanese,0.0,,,,,,
2019 to 20,North West,AS level,Modern languages,Total Modern languages including Other,175.0,0.0,36.0,58.85714,76.0,89.71429,96.57143
2019 to 20,North West,AS level,Art & Design,Photography,106.0,0.0,30.18868,67.92453,93.39623,96.22642,98.11321
2019 to 20,North West,AS level,Maths,Mathematics (Statistics),107.0,0.0,6.54206,26.16822,54.20561,78.50467,92.52336
2019 to 20,North West,AS level,Science - other,Total Other Sciences,87.0,0.0,22.98851,43.67816,65.51724,86.2069,96.55172
2019 to 20,North West,AS level,Classical studies,Other Classical Languages,0.0,,,,,,
2019 to 20,North West,AS level,Science - other,Science in Society,0.0,,,,,,
2019 to 20,North West,AS level,Classical studies,Total Classical studies,76.0,0.0,18.42105,35.52632,67.10526,82.89474,96.05263
2019 to 20,North West,AS level,Modern languages - other,Gujarati,0.0,,,,,,
2019 to 20,North West,AS level,Design and technology,D&T Product Design,33.0,0.0,12.12121,48.48485,75.75758,90.90909,100.0
2019 to 20,North West,AS level,Art & Design,3d Studies,38.0,0.0,47.36842,73.68421,92.10526,100.0,100.0
2019 to 20,North West,AS level,Maths,Maths,792.0,0.0,22.09596,37.37374,60.35354,79.0404,92.29798
2019 to 20,North West,AS level,Art & Design,Art and design,38.0,0.0,21.05263,44.73684,81.57895,92.10526,100.0
2019 to 20,North West,AS level,Art & Design,Graphics,86.0,0.0,23.25581,50.0,84.88372,95.34884,98.83721
2019 to 20,North West,AS level,History,Total History,471.0,0.0,18.04671,38.21656,63.26964,83.6518,93.84289
2019 to 20,North West,AS level,Maths - Further,Total Further Mathematics,511.0,0.0,54.99022,79.45205,90.60665,96.67319,99.41292
2019 to 20,North West,AS level,Science - Biology,Total Biology,638.0,0.0,16.1442,31.34796,51.88088,71.63009,89.81191
2019 to 20,North East,AS level,Classical studies,Ancient History,0.0,,,,,,
2019 to 20,North East,AS level,All facilitating subjects,Total facilitating subjects,1271.0,0.0,33.2022,55.15342,78.83556,91.42408,97.63965
2019 to 20,North East,AS level,General studies,Critical Thinking,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages - other,Persian,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages,German,6.0,0.0,50.0,50.0,50.0,50.0,66.66667
2019 to 20,North East,AS level,Science - other,Environmental Science,0.0,,,,,,
2019 to 20,North East,AS level,English,English literature,55.0,0.0,21.81818,49.09091,81.81818,96.36364,98.18182
2019 to 20,North East,AS level,Business Studies,Total Business Studies,84.0,0.0,15.47619,52.38095,78.57143,91.66667,97.61905
2019 to 20,North East,AS level,Modern languages - other,Polish,1.0,0.0,0.0,100.0,100.0,100.0,100.0
2019 to 20,North East,AS level,Modern languages - other,Arabic,1.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,North East,AS level,Modern languages - other,Welsh (Second Language),0.0,,,,,,
2019 to 20,North East,AS level,Physical Education,Physical Education/Sports Studies,3.0,0.0,0.0,33.33333,100.0,100.0,100.0
2019 to 20,North East,AS level,Music,Music,2.0,0.0,0.0,50.0,100.0,100.0,100.0
2019 to 20,North East,AS level,Science - other,Geology,4.0,0.0,0.0,25.0,50.0,100.0,100.0
2019 to 20,North East,AS level,Art & Design,Total Art & Design,42.0,0.0,21.42857,47.61905,71.42857,88.09524,100.0
2019 to 20,North East,AS level,Modern languages - other,Total Other Modern Languages,2.0,0.0,50.0,100.0,100.0,100.0,100.0
2019 to 20,North East,AS level,Modern languages - other,Modern Hebrew,0.0,,,,,,
2019 to 20,North East,AS level,Classical studies,Classics (General),0.0,,,,,,
2019 to 20,North East,AS level,Design and technology,D&T Engineering,0.0,,,,,,
2019 to 20,North East,AS level,Archaeology,Total Archaeology,0.0,,,,,,
2019 to 20,North East,AS level,Geography,Geography,65.0,0.0,16.92308,41.53846,75.38462,95.38462,100.0
2019 to 20,North East,AS level,Modern languages - other,Russian,0.0,,,,,,
2019 to 20,North East,AS level,English,English language & literature,0.0,,,,,,
2019 to 20,North East,AS level,ICT,Total ICT,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages - other,Bengali,0.0,,,,,,
2019 to 20,North East,AS level,Arts,Expressive Arts & Performance Studies,0.0,,,,,,
2019 to 20,North East,AS level,Design and technology,D&T Food Technology,0.0,,,,,,
2019 to 20,North East,AS level,Classical studies,Classical Civilisation,7.0,0.0,14.28571,28.57143,57.14286,85.71429,100.0
2019 to 20,North East,AS level,Arts,Total Arts,86.0,0.0,17.44186,48.83721,79.06977,96.51163,97.67442
2019 to 20,North East,AS level,Science - other,Science SA,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages - other,Modern Greek,0.0,,,,,,
2019 to 20,North East,AS level,Arts,Drama & Theatre Studies,2.0,0.0,0.0,100.0,100.0,100.0,100.0
2019 to 20,North East,AS level,Design and technology,D&T Systems & Control,0.0,,,,,,
2019 to 20,North East,AS level,Physical Education,Total Physical Education,3.0,0.0,0.0,33.33333,100.0,100.0,100.0
2019 to 20,North East,AS level,Modern languages - other,Irish,0.0,,,,,,
2019 to 20,North East,AS level,Classical studies,Latin,1.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,North East,AS level,All STEM subjects,Total STEM subjects,1028.0,0.0,35.89494,56.90661,78.6965,90.66148,97.47082
2019 to 20,North East,AS level,Classical studies,Classical Greek,0.0,,,,,,
2019 to 20,North East,AS level,Physical Education,Dance,0.0,,,,,,
2019 to 20,North East,AS level,Maths,Additional Mathematics,0.0,,,,,,
2019 to 20,North East,AS level,Design and technology,D&T Textiles Technology,0.0,,,,,,
2019 to 20,North East,AS level,Maths,Total Maths,317.0,0.0,35.01577,53.62776,75.39432,87.69716,98.10726
2019 to 20,North East,AS level,Sociology,Total Sociology,168.0,0.0,27.97619,54.7619,76.19048,89.88095,98.80952
2019 to 20,North East,AS level,Arts,Creative Writing,0.0,,,,,,
2019 to 20,North East,AS level,All subjects,Total subjects,2233.0,0.0,26.91446,50.29109,75.99642,90.32691,96.73086
2019 to 20,North East,AS level,Science - Physics,Total Physics,101.0,0.0,20.79208,40.59406,69.30693,87.12871,94.05941
2019 to 20,North East,AS level,Art & Design,Fine Art,21.0,0.0,33.33333,52.38095,85.71429,95.2381,100.0
2019 to 20,North East,AS level,Music,Music Technology,0.0,,,,,,
2019 to 20,North East,AS level,Art & Design,History of Art,0.0,,,,,,
2019 to 20,North East,AS level,Art & Design,Critical Studies,0.0,,,,,,
2019 to 20,North East,AS level,General studies,General Studies,0.0,,,,,,
2019 to 20,North East,AS level,General studies,Total General studies,0.0,,,,,,
2019 to 20,North East,AS level,Religious Studies,Total Religious Studies,21.0,0.0,23.80952,42.85714,76.19048,90.47619,100.0
2019 to 20,North East,AS level,Modern languages,Spanish,8.0,0.0,25.0,37.5,75.0,100.0,100.0
2019 to 20,North East,AS level,English,Total English,154.0,0.0,14.28571,35.06494,66.23377,77.92208,81.16883
2019 to 20,North East,AS level,Modern languages - other,Punjabi,0.0,,,,,,
2019 to 20,North East,AS level,Anthropology,Total Anthropology,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages - other,Chinese,0.0,,,,,,
2019 to 20,North East,AS level,Science - other,Electronics,1.0,0.0,100.0,100.0,100.0,100.0,100.0
2019 to 20,North East,AS level,Law,Total Law,112.0,0.0,16.07143,36.60714,68.75,85.71429,96.42857
2019 to 20,North East,AS level,Geography,Geography (World Development),0.0,,,,,,
2019 to 20,North East,AS level,Design and technology,Design & Technology,0.0,,,,,,
2019 to 20,North East,AS level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2019 to 20,North East,AS level,Maths,Statistics,0.0,,,,,,
2019 to 20,North East,AS level,Home Economics,Home Economics (Food),0.0,,,,,,
2019 to 20,North East,AS level,Arts,Media/Film/Tv Studies,44.0,0.0,15.90909,45.45455,79.54545,93.18182,95.45455
2019 to 20,North East,AS level,Modern languages - other,Turkish,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages - other,Dutch,0.0,,,,,,
2019 to 20,North East,AS level,English,English language,99.0,0.0,10.10101,27.27273,57.57576,67.67677,71.71717
2019 to 20,North East,AS level,Humanities,Total Humanities,0.0,,,,,,
2019 to 20,North East,AS level,Arts,Film Studies,40.0,0.0,20.0,50.0,77.5,100.0,100.0
2019 to 20,North East,AS level,Maths,Mathematics (Pure),0.0,,,,,,
2019 to 20,North East,AS level,Home Economics,Total Home Economics,0.0,,,,,,
2019 to 20,North East,AS level,Accounting and Finance,Total Accounting and finance,3.0,0.0,0.0,66.66667,100.0,100.0,100.0
2019 to 20,North East,AS level,Geography,Total Geography,65.0,0.0,16.92308,41.53846,75.38462,95.38462,100.0
2019 to 20,North East,AS level,Science - Chemistry,Total Chemistry,169.0,0.0,27.81065,50.29586,76.92308,91.71598,97.63314
2019 to 20,North East,AS level,Art & Design,Textiles,3.0,0.0,0.0,0.0,0.0,100.0,100.0
2019 to 20,North East,AS level,Computer Science,Total Computer Science,20.0,0.0,15.0,35.0,65.0,95.0,100.0
2019 to 20,North East,AS level,Modern languages - other,Portuguese,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages,French,15.0,0.0,40.0,73.33333,86.66667,100.0,100.0
2019 to 20,North East,AS level,Arts,Communication Studies,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages - other,Welsh,0.0,,,,,,
2019 to 20,North East,AS level,Home Economics,Home Economics,0.0,,,,,,
2019 to 20,North East,AS level,Logic/Philosophy,Total Logic/ Philosophy,1.0,0.0,0.0,0.0,0.0,100.0,100.0
2019 to 20,North East,AS level,Design and technology,Total D&T,0.0,,,,,,
2019 to 20,North East,AS level,Maths,Use of mathematics,0.0,,,,,,
2019 to 20,North East,AS level,Modern languages - other,Italian,0.0,,,,,,
2019 to 20,North East,AS level,Economics,Total Economics,54.0,0.0,22.22222,46.2963,74.07407,92.59259,100.0
2019 to 20,North East,AS level,Psychology,Total Psychology,216.0,0.0,18.51852,41.2037,71.2963,91.2037,97.68519
